name,height_in_cm,market_value_in_eur
Süleyman Lus,178,
Ilkay Isler,172,
Taha Tunc,183,
Rein Smit,188,
Ousoumane Camara,184,
Sotirios Kokkinis,177,
Matis Carvalho,186,
Anthony Correia,185,
Miguel Reisinho,184,
Jonathan Vergara Berrio,177,
Byron Bonilla,176,
Sumayhan Al-Nabit,174,
Nick Lima,173,
Marokhy Ndione,192,
Emin Grozdanić,184,
Stefan Cvetkovic,184,
Younes Delfi,184,
Jethro Mashart,175,
Renato Vischi,186,
Aliou Badji,190,
Henrique Martins,178,
Saldanha,176,
Nuno Cunha,178,
Henrique Jocú,177,
Edu,185,
Rodrigo Valente,173,
Benny Silva,189,
Gonçalo Gomes,177,
Mohanad Lasheen,180,
Paolo Cannistrà,186,
Michael Folivi,180,
Kofi Atta,185,
Brandon Mason,173,
Charlie Rowan,192,
Carl Stewart,175,
Dylan Ryan,184,
Egor Sedov,194,
Lukas Matejka,181,
Cohen Bramall,178,
Rafa Muñoz,183,
Stan Van Dessel,169,
Marino Arzamendia,193,
Danila Emeljanov,183,
Vitaliy Zhironkin,172,
Hicham Acheffay,169,
Jay Gorter,190,
Jaime Mora,193,
Gabriel Fuentes,180,
Redouan El Yaakoubi,183,
Miguel de la Fuente,182,
Eduardo Tercero,182,
Miguel Atienza,186,
Ander Iru,188,
Emilio Bernad,184,
Dimitrios Dalakouras,176,
Marcos André,185,
Silas Gnaka,179,
Maxime De Bie,189,
Hakim Ouro-Sama,185,
Valère Pollet,177,
Alessandro Russo,193,
Lev Skvortsov,180,
Ionuț Panțîru,179,
Francis Cann,175,
Giannis Bastianos,173,
Maxime De Taddeo,193,
João Ferreira,185,
Sandro Cruz,182,
Logan Ndenbe,174,
Arne Galens,185,
Daan Vekemans,181,
Apostolos Martinis,181,
Dimitrios Karagiannis,185,
Christos Voutsas,178,
Pavlos Mavroudis,180,
Nikolaos Dosis,182,
Dimitrios Serpezis,182,
Kristal Abazaj,183,
Andrea Carboni,187,
Rooney Eva,185,
Maksim Belov,198,
Gustav Mogensen,190,
Magnus Warming,188,
Peter Bjur,180,
Deji Beyreuther,180,
Álex Mozo,172,
Alexis Trouillet,175,
Simone Rabbi,180,
Ruari Paton,177,
Reda Kharchouch,192,
Andrej Djokanovic,180,
Seyi Adekoya,180,
Nicke Kabamba,191,
Victor Straistari,188,
Josué Dorrio,170,
Erik Expósito,190,
Ali Kaan Güneren,183,
Tristan Nydam,170,
Martín Aguirregabiria,178,
Roman Shandruk,179,
Oleksandr Zozulya,184,
Antonio Perera,186,
Leon Dajaku,180,
Andjelo Kacavenda,178,
Abdulkadir Celik,178,
Van Hau Doan,185,
Kell Watts,192,
Tom Allan,173,
Leonardo Dreyer,175,
Dmitriy Sasin,174,
Aleksandr Bukachev,178,
Taylor Richards,180,
William Klaus,187,
Gabriel Barès,187,
Kady Borges,173,
Pano Qirko,189,
Théo Barbet,186,
Nathan Fuakala,186,
Louis Carnot,181,
Aïmen Moueffek,179,
Ulrick Eneme-Ella,184,
Afonso Brito,190,
Moussa Djenepo,177,
Dane Ingham,186,
Matt Penney,172,
Freddy Flórez,177,
Mizhat Burak Sari,186,
Mohamed Taabouni,178,
Max de Waal,189,
Danila Proshlyakov,187,
Kirill Folmer,178,
Alexander Baun,193,
Benrandy Abdallah,184,
Amir Aduev,181,
Calvin Bombo,187,
Nicolas Alavoine,184,
Emmanuel Matuta,180,
Daniil Chernyakov,178,
Jake Walker,179,
Jiri Ciupa,190,
Jakub Stolarczyk,194,
Kota Yamada,175,
Nextaly Rodríguez,167,
Tibo Persyn,179,
Harpreet Ghotra,180,
Sekou Camara,183,
Matías Nani,189,
Daniel Kosek,183,
Aílson Tavares,188,
Hélder Baldé,196,
Petr Pudhorocky,175,
Pathy Malumandsoko,185,
Vladimir Bradonjic,172,
Jekob Jeno,183,
Paolo Gozzi,187,
Áron Dobos,171,
Martin Doudera,166,
Andrés Nieto,176,
Nikola Tavares,188,
Ammar Al-Najjar,166,
Jost Urbancic,177,
Aljosa Matko,176,
Patrick Enrici,183,
Manuel Gasparini,186,
Christian Dalle Mura,185,
Alessandro Pio Riccio,187,
Simone Panada,175,
Niccolò Squizzato,186,
Simone Trimboli,176,
Guillaume Renault,179,
Omar Bugiel,185,
Matthias Braunöder,174,
Manuel Polster,183,
Kaur Kivila,187,
David Cabezas,186,
Siriki Dembélé,173,
Jakov Medic,193,
Noah Nurmi,181,
Ilias Takidine,171,
Abubakar Kadyrov,180,
Martin Janacek,197,
Leo Takae,171,
Rodrigo Fernandes,184,
Leo Oppermann,191,
Ümit Türker,165,
Shohei Takeda,181,
Koki Tsukagawa,184,
Takuya Shimamura,170,
Akinori Ichikawa,190,
Filippo Ranocchia,186,
Batuhan Kurt,182,
Victor Mpindi,190,
Kamran Aliev,178,
Exaucé Ngassaki,182,
Ibrahima Koné,190,
Momo Yansane,183,
Mamadou Kané,173,
Enock Mwepu,184,
Emmanuel Banda,178,
Kurt Abrahams,172,
Saveliy Kozlov,192,
Josué Duverger,187,
Mathias De Wolf,187,
Jay-Dee Geusens,185,
Lillo Guarneri,188,
Souleymane Aw,175,
Ibrahima Niane,187,
Eduardo Fereira,169,
Tapmahoe Sopacua,176,
Mathias Francotte,172,
Peter Pokorný,183,
Santiago Mosquera,172,
Lukas Klitten,184,
Atli Barkarson,188,
Sam Crowther,194,
Ísak Snaer Thorvaldsson,182,
Kaito Mori,185,
Takumu Kemmotsu,188,
John Mahon,186,
Han-gil Kim,178,
Alexandros Safarikas,194,
Fernando Cardozo,173,
Nicolás Morínigo,193,
Fernando Romero,174,
Diego Valencia,185,
Elías López,178,
Rodrigo Cavallera,185,
Agustín Obando,176,
Josef Bursik,190,
Mark Karymov,189,
Aleksandr Naumenko,180,
Ruslan Salakhutdinov,173,
Paya Pichkah,190,
Benito,180,
Serkan Asan,170,
Dragoslav Burkic,171,
Yael López,180,
Gustavo Viera,176,
Denys Norenkov,181,
Christian Vestergaard,193,
Daniel Gadegaard Andersen,191,
Marco Frigerio,185,
Ryo Ishii,191,
Hasan Kourani,176,
Georgios Papaioannou,190,
Nikolaos Kenourgios,187,
Jack Lahne,174,
Luca Bazzoli,188,
Srdjan Nikolic,186,
Runar Hauge,175,
Mees Kreekels,183,
Marco Raina,191,
Kamil Zakirov,177,
Miché Mika,173,
Freddy Vargas,178,
Mickaël Nadé,193,
Anil Basaran,180,
Kyle Jameson,183,
Maï Traoré,185,
Kirill Kaplenko,190,
Nathan Bishop,185,
Brian Orosco,175,
Luis Ndreu,183,
Ryan Schofield,190,
Jordan Sebban,175,
Gaëtan Robail,182,
Moha Ramos,189,
Moha Moukhliss,169,
Christian Madu,185,
Idris Umaev,174,
Ivan Ponomarenko,190,
Maksym Voytikhovskyi,198,
Richie Musaba,177,
Dion Sanderson,188,
Artem Kozlov,181,
Vadym Schastlyvtsev,183,
Gianmarco Cangiano,176,
Ajdin Zeljković,181,
Jack Vale,185,
Elliot Thorpe,176,
Kevin Zsigmond,174,
Zaim Divanovic,179,
Bautista Cejas,176,
Jop van der Avert,182,
Florent Hasani,183,
Betim Halimi,204,
Andriy Remenyuk,170,
Pablo Lombo,184,
Thomas Rier,190,
Leonel Miguel,183,
Chiu-Lin Huang,181,
Federico Artioli,178,
Jonathan Moncada,177,
Óscar Acevedo,180,
Jeong-un Hong,187,
Jin-hyuk Kim,187,
Kyeong-jun Kim,178,
Jacob Montes,180,
Timothy Martin,190,
Vasilios Zogos,190,
Jakub Iskra,183,
Nima Wangdi,177,
Tenzin Dorji,173,
Orgyen Wangchuk Tshering,178,
Alexander Ahl-Holmström,191,
Tomás Domingos,175,
Emeka Eze,187,
Jean Freddi Greco,179,
Taras Sakiv,183,
Bogdan Stamenkovic,184,
Leonardo Moleri,196,
Petr Mikulec,198,
Nezar S'Rifi,175,
Dion Pereira,180,
Tibo Herbots,187,
Iddriss Mohammed,177,
Martin Ambler,177,
Boris Mathis,178,
Rustam Vazitdinov,172,
Laurens Serpe,193,
Pepe Sánchez,185,
Szymon Pankiewicz,174,
Mattia Novella,177,
André Cardoso,179,
Duarte Moreira,183,
Jeremy Udenhout,182,
Bekir Turaç Böke,190,
Javi Aparicio,180,
Ali Youssef,182,
Hanif Hamir,184,
Ákos Onódi,195,
Ilya Levchenkov,181,
Magomed Rabadanov,175,
Shosei Okamoto,184,
Yasutaka Yanagi,188,
Zakaria Sawo,185,
Yannick Vandersmissen,180,
Oleg Ostapenko,193,
Oleksiy Lutsenko,174,
Roman Ilnytskyi,182,
Maxim Gullit,191,
Vladimir Petrovic,181,
Sanel Bojadzic,181,
Aleksandr Mukhin,185,
Grigoriy Borisenko,181,
Stepan Surikov,187,
Bojan Roganovic,181,
D'Margio Wright-Phillips,170,
Aji Alese,192,
George Wickens,198,
Taylor Perry,180,
Milos Brnovic,182,
Dion De Neve,180,
Andi Koshi,175,
Milan Taildeman,176,
Wolf Ackx,167,
Olivier Dumont,182,
Filip Möller Delaveris,180,
Brandon Mayorga,183,
Melvin Hernández,175,
Diogo Teixeira,178,
Tino Agic,188,
Edu Frías,184,
Houssam Ghacha,170,
Jorge Hernández,170,
Carlos Robles,180,
Aziz Yakubu,187,
Juan González,185,
Reece Hannam,186,
Sirong Li,178,
Ahmed Iljazovski,188,
Benjamin Schubert,184,
Gastón Togni,181,
Jakub Barac,176,
Alexandro Cavagnera,186,
Aboubakar Sidibé,180,
Adam Jakobsen,185,
Andrea Papetti,186,
Adrian Kappenberger,194,
Vladislav Galkin,179,
Joël van Kaam,179,
Anthony Driscoll-Glennon,181,
Ibragim-Sayfullakh Gaziev,181,
Tobi Omole,189,
Korede Adedoyin,184,
Stephen Duke-McKenna,170,
Kouadio-Yves Dabila,183,
Dominic Revan,180,
James Hillson,187,
Matheus Mascarenhas,180,
Arthur Okonkwo,198,
Ben Paton,176,
Roman Tugarinov,189,
Amine Benchaib,181,
Allan Delferriere,183,
Pavel Zifcak,187,
Dynel Simeu,187,
Taylor Harwood-Bellis,188,
Joe Gelhardt,179,
Claudio Osorio,167,
Jeriel Dorsett,185,
Nathan Wood,188,
Georgi Kyurdzhiev,168,
Dmitriy Landakov,198,
Oleg Isaenko,182,
Daniel Barden,195,
Jamie Bowden,183,
Alexander Torvund,177,
Tiago Ribeiro,183,
Famana Quizera,172,
Edi Semedo,181,
Mohammed Al-Saeed,175,
Olivier Verdon,190,
Jachym Serak,187,
Gianluca Busio,172,
Julian Gaines,178,
Manasse Kusu,178,
Mazire Soula,172,
Virgile Piechocki,185,
Henry Wise,175,
George Harmon,178,
Ryan Giles,183,
Abdul Rahman Weiss,175,
Saado Abdel Salam,190,
Gian Marco Crespi,189,
John McAtee,180,
Jonas Skulstad,193,
Braian Guille,170,
Declan Drysdale,196,
Mason Barrett,190,
Hiroaki Aoyama,169,
Ben Winterbottom,188,
Luke Thomas,181,
Mo Sangare,191,
César Gelabert,182,
Bogdan Kurtyak,183,
Ken Yamura,169,
Hamdan Al-Shammrani,176,
Asier Córdoba,184,
Louie Watson,180,
Henrique Pereira,178,
Víctor Mollejo,177,
Kyriakos Giaxis,185,
Murat Can Yıldız,188,
Yunus Bahadır,180,
Amine Bassi,173,
Abdullah Al-Rashidi,171,
Mamede,171,
Schürrle,173,
Berkay Sefa Kara,172,
Flynn Downes,178,
Joy Mukena,190,
Sami Al-Khaibari,185,
Josh Bowler,184,
Miguel Machado,182,
Jakub Zeronik,169,
Cyrill Akono,191,
David Flakus Bosilj,185,
Guy Mbenza,184,
James Olayinka,175,
Kaan Arslan,186,
Tolga Topaloglu,177,
Vladislav Mikushin,187,
Kristijan Belic,177,
Jack Young,171,
Nathan Ferguson,184,
Zan Karnicnik,184,
Filip Frei,175,
David Mistrafovic,188,
Brandon Williams,180,
Sebastjan Spahiu,175,
Jonathan Estrada,184,
Emmanuel Toku,173,
Carlos Vargas,179,
Takumi Nagaishi,191,
Donny Warmerdam,174,
Solomon Bonnah,165,
Ibrahim El Kadiri,168,
Malik Talabidi,185,
Ciaran McKenna,193,
Babacar Dione,167,
Mattéo Ahlinvi,183,
Euan Henderson,175,
Dean Ritchie,178,
Daniel Batty,178,
Or Dadia,184,
Sergiy Trykosh,178,
Javain Brown,180,
Lévi Ntumba,195,
Declan Glass,172,
Maksym Pryadun,178,
Jonas Andersen,190,
Călin Popescu,175,
Nemanja Andjelkovic,188,
Marcel Schantl,182,
Christy Manzinga,184,
Luka Hujber,180,
Ryan Bouallak,190,
Blas Alonso,183,
Claudio Medina,186,
Álex Suárez,180,
Rodel Richards,180,
Kacper Kostorz,191,
Cássio Scheid,186,
Julen Azkue,187,
Manu Fuster,169,
Suat Kaya,180,
Ismail Ünal,190,
Murat Sevimler,185,
Kellian van der Kaap,190,
Abdul Nurudeen,189,
Jomaine Consbruch,174,
Andrej Lazarov,182,
William Möller,193,
Samy Baghdadi,181,
Rúben Gonçalves,180,
Ahmet Sun,185,
Ellis Simms,191,
Michael Nottingham,193,
Nazar Vyzdryk,184,
Stanislav Bilenkyi,182,
Baran Güler,188,
Sidnei Tavares,188,
Owen Otasowie,191,
Reko Silva,175,
Polidoro Junior,194,
Jackson Smith,187,
Ming-Hsiu Chao,180,
Fabrício Isidoro,172,
André Ceitil,184,
Ryan Longman,180,
Sebastian Avanzini,185,
Jandrei,186,
Lasse Rosenboom,190,
Malcolm Ebiowei,185,
Jack MacKenzie,191,
Fadiga Ouattara,182,
Giovanni Zwikstra,192,
Vitaliy Sychev,200,
Alioune Ndour,183,
Romano Postema,175,
Kian Slor,181,
Matheus Costa,188,
Emil Bijlsma,186,
Milan Tucic,186,
Juan Flere,183,
João Vasco,178,
Henry Niño,172,
Nikolaj Lyngö,196,
Joel Sousa,188,
Tomás Cardoso,175,
Diogo Almeida,184,
Simão Pipo,177,
Thijs Jansen,192,
Yuri Tanque,185,
Óscar Cabezas,180,
Nélson da Luz,183,
Michael Cheukoua,181,
Mads Frederiksen,180,
Mathias Brems,191,
Jacob Haahr,187,
Mikkel Lassen,181,
Ilya Petukhov,184,
Nikolay Zirikov,191,
Maksim Gorin,182,
Lourenço,169,
Magomed Magomedov,170,
Nikita Repin,193,
Chingiz Agabalaev,168,
Shakhban Gaydarov,176,
Tamerlan Ramazanov,180,
Evgeniy Tatarinov,182,
Artur Chernyi,187,
Beau Reus,198,
Iman Griffith,170,
Dzambolat Tsallagov,182,
Aleksandr Dolgov,183,
Aké Loba,180,
Henri Koudossou,180,
Daigo Takahashi,165,
Mykhaylo Plokhotnyuk,182,
Rustam Khalnazarov,176,
Walterson Silva,180,
Bojan Radulović,192,
Batraz Gurtsiev,181,
Nikita Khlusov,184,
Vitaliy Shitov,176,
Achraf Douiri,180,
Mikolaj Bieganski,188,
Clément Libertiaux,185,
Mohamed Abdallah,167,
Bjarne Pudel,188,
Simon Baekgaard,179,
Paris Babis,172,
Mats van Kins,182,
Allef,174,
Frederico Namora,178,
Manuel Namora,180,
Giannis Panagiotou,188,
Calvin Haïdara,185,
Aleksandr Alekseev,188,
Roman Nogtev,181,
Vadim Karpov,191,
Kelechi John,191,
Jake Davidson,186,
Valance Nambishi,182,
Madih Talal,178,
Ahmed Yasser Rayan,185,
Jabez Makanda,186,
Oscar Kapskarmo,190,
Noel Niemann,171,
Vyacheslav Bardybakhin,178,
Vladyslav Apostolyuk,178,
Zakaria Eddahchouri,187,
Nikolay Bochko,176,
Ilya Vorotnikov,168,
Mehdi Loune,172,
Dudu Vieira,176,
Lachlan Barr,189,
Cammy Logan,176,
Edin Lynch,186,
Bálint Szabó,179,
Moïse Sakava,169,
Ilya Kuptsov,198,
Dmitriy Kratkov,175,
Svyatoslav Kozhedub,173,
Nikita Bakalyuk,174,
Braian Samudio,181,
Wesley Dias,181,
Honoré Kalala,185,
Brunão,188,
Junio,182,
Mihail Ghecev,178,
Scott Glover,190,
Cammy Breadner,181,
Jensen Weir,184,
Val Soares,178,
Tobias Arndal,185,
José Hualde,169,
Ruan Teles,172,
Conor Noß,182,
Lipe Veloso,179,
Lucas Ventura,180,
Ivan Bykov,182,
Filippos Selkos,186,
Carlos Redruello,178,
Tim-Justin Dietrich,190,
Sander Rau,190,
Diogo Carraco,186,
Julio Alonso,170,
José Manuel Irizo,181,
Brooklyn Ezeh,188,
Denis Kaykov,190,
Karol Niemczycki,190,
Ayub Batsuev,169,
Vadim Chukhlantsev,174,
Sairusi Nalaubu,185,
Ivan Kumar,182,
Andriy Yakymiv,183,
Mykola Pavlyuk,173,
Igor Nekhaev,188,
Kyrylo Kostenko,170,
Glib Grachov,186,
Bogdan Mytsyk,186,
Lion Semic,169,
Joselpho Barnes,187,
Vasyl Gakman,175,
Georg Strauch,177,
Marvin Obuz,182,
Renan Oliveira,186,
Yaroslav Ivakin,174,
Mikhail Volkov,185,
Davo,178,
John Robertson,173,
Lasse Günther,183,
Omar Sijaric,180,
Roman Gagun,170,
Vitaliy Grusha,178,
Artem Mingazov,177,
Robert Kumadey,175,
Boubacar Hanne,175,
Bogdan Orynchak,181,
Georgios Manousakis,180,
Ben Lhassine Kone,172,
Anderson Silva,186,
João Caiado,178,
Samuel Obeng,183,
Maksym Mekhaniv,184,
Georgios Moustakopoulos,177,
Panagiotis Paiteris,188,
Zvonimir Petrovic,182,
Kgaogelo Sekgota,170,
Vasilios Soulis,199,
Daniel dos Anjos,183,
Bruno Morais,186,
Cleylton,190,
Gabrielzinho,171,
Nazariy Nych,184,
Gabriel Zirngast,181,
Mario del Campo,183,
Sergio López,179,
Pedro Ruiz,198,
Roman Zhmurko,193,
Thijs van Leeuwen,175,
Tom Grivosti,185,
Ilya Tymoshenko,190,
Vladislav Lazarev,182,
Dogan Gölpek,190,
Spyros Glynos,168,
Sean McLoughlin,191,
Yevgeniy Mogil,194,
Sami Ben Amar,184,
Marco Meneghetti,191,
Nicolas Galazzi,182,
Renato Babic,183,
Thomas Candeloro,195,
Harouna Sy,170,
Mikhail Chernomyrdin,175,
Artur Galoyan,176,
Manvir Singh,187,
Artem Arkhipov,187,
Andrey Danilov,187,
Mickaël Biron,170,
Mohammad Reza Azadi,188,
Kévin Zohi,180,
Imran Alsultanov,185,
Andriy Busko,177,
Dmytro Kopytov,176,
Franklin Wadja,185,
Moussa Bana,178,
Ugo Bonnet,180,
Pascal Estrada,189,
Andriy Novikov,183,
Elsinho,179,
David Luís,180,
Gabriel Justino,178,
Orinho,179,
Vladimir Medved,180,
Francesco Donati,187,
Georgiy Gongadze,186,
Aleksandr Krikunenko,191,
Can Dursun,193,
Sue-Lae McCalla,183,
Nicolas Tié,186,
Oliver Klitten,182,
David Dundjerski,183,
Stefan Hajdin,188,
Felix Holzhacker,176,
Dennis Stojkovic,177,
Alex Méndez,178,
Kristian Kirkegaard,174,
Thomas Rohde,174,
Norman Anderson,188,
Moses Ebiye,185,
Guttiner,179,
Makan Macalou,185,
Elias Saad,185,
Jenthe Mertens,181,
Artem Khotsyanovskyi,185,
Amadou Ciss,186,
Mihailo Bogicevic,191,
Jake Eastwood,193,
Ali Nemati,182,
Joshua Tenkorang,184,
Felipe Vieira,176,
Maksymilian Boruc,196,
Falko Michel,186,
Kenneth Schmidt,189,
Emilio Kehrer,177,
Yaw Moses,170,
Filip Gustafsson,182,
Tim Prica,183,
Manu Vallejo,167,
Luan Pereira,180,
Luke Woolfenden,193,
Marcel Johnen,186,
Sandro Schendl,173,
Kike Pérez,184,
Álex Petxa,180,
Migue Leal,176,
Jack Ipalibo,184,
Ismaïl Aaneba,185,
Stefan Savija,187,
Dmitriy Molchanov,176,
Thomas Coulange,185,
Mert Aydeniz,187,
Nuri Abdokov,176,
Albert Gabaraev,190,
Catriel Sánchez,178,
Denis Catovic,183,
Oscar Fuglsang,173,
Tyrese Francois,173,
Harry Clarke,180,
Matt Smith,176,
Alexander Ammitzböll,187,
Dae-hun Park,175,
Markus Iversen,184,
Fynn Otto,192,
Eduardo Baldé,179,
Nikolaos Kousiadis,194,
Alexandros Parras,182,
Yeon-soo Kim,187,
Duarte Valente,182,
Riccardo Pigozzo,193,
Mattia Zennaro,178,
Quaresma,181,
Cheol-won Choi,194,
Cem Türkmen,178,
Michael Tait,177,
Ishan Kort,192,
Dean Huiberts,186,
Tom Pearce,185,
Kaheem Parris,184,
Luke Bodnar,182,
Federico Bonini,185,
Fernando Joao,162,
Keyendrah Simmonds,180,
Sang-yong Lee,180,
Furkan Yildirim,190,
Dilan Markanday,167,
Anis Mehmeti,180,
Kayne Ramsay,179,
Oludare Olufunwa,186,
Teddy Jenks,191,
Thierry Nevers,188,
Fabio González,176,
Rasmus Horup Hansen,175,
Junior Eyamba,194,
Adis Jasic,178,
Maximilian Scharfetter,175,
Diego Fuoli,188,
Andrés Martín,178,
Scotty Sadzoute,172,
Mario Curic,182,
Christian Joel,193,
Laurent Kissiedou,175,
Hicham El Hamdaoui,183,
Ervin Omic,185,
Jonas Krumrey,193,
Lukas Ibertsberger,181,
Rúben Rodrigues,181,
Di'Shon Bernard,188,
D'Mani Mellor,186,
Ethan Laird,177,
Youri Schoonderwaldt,195,
Sergio Benito,174,
Dani Escriche,178,
Jordan Gele,192,
Hektor Højbjerre-Thomsen,183,
Cody Drameh,175,
Lucas Buades,181,
Matheus Iacovelli,180,
Giuseppe Di Serio,182,
Lukasz Poreba,179,
Sam Fisher,186,
Yousri Bouzok,175,
Daniel Adshead,179,
Daniil Stolyarov,181,
Jack Newman,188,
Lee Buchanan,179,
Luke Cundle,171,
Ilya Berkovskiy,180,
David Kokoev,180,
Marin Ljubic,188,
Islam Zhilov,174,
Dan Langley,201,
Anderson Cruz,175,
Jordy Soladio,185,
Álex Pachón,185,
Francesco Cusumano,190,
Loïc Lapoussin,181,
Carlito Fermina,183,
Georgios Zisis,180,
Nikolaos Peios,183,
Antonis Trimmatis,176,
Tsubasa Terayama,180,
Marcus Gudmann,185,
Haydon Roberts,175,
Kasper Poulsgaard,183,
Nicklas Rulle,191,
Lewis Brunt,187,
Cameron Archer,175,
Queven,176,
Aleksandro Zaimaj,172,
Mohammed Al-Hardan,183,
Vincenzo Mustacciolo,179,
Aristidis Kokkoris,168,
Jordan Stevens,178,
Shandon Baptiste,180,
Gleyson,186,
Fabio Ponsi,186,
Niccolò Pierozzi,184,
Samuele Vianni,181,
Redi Kasa,185,
Mohamed Tijani,190,
Pejiño,178,
Bonera,184,
Patrick Bahanack,185,
Gurjinder Singh,186,
Pierre Patron,191,
Yusuf Lawal,175,
Fabricio Brener,170,
Markos Touroukis,179,
Robbie Gotts,177,
Jamie Shackleton,168,
Rahmetullah Berisbek,171,
Luuk Brand,186,
Kyle Connell,186,
Omar Imeri,175,
Bartosz Bialek,191,
Eliot Matazo,170,
Mattia Chiesa,190,
Luke McNally,193,
Maksim Bachinskiy,185,
Ilya Vorobyev,188,
Maksim Eleev,182,
Ruslan Fishchenko,185,
Arnau Puigmal,173,
Gonzalo Pereira,182,
Pierre Cornud,177,
Diego Stramaccioni,190,
Mory Bamba,167,
Andrea Ghezzi,178,
Abdourahmane Barry,185,
Trey Vimalin,188,
Lucas Bernadou,178,
Hugo Hagège,184,
Fouad El Maach,188,
Louis Torres,182,
Gobé Gouano,185,
Lovro Grajfoner,186,
Romaric Yapi,179,
Josh Jack,171,
Eldar Sehic,184,
Raúl Sánchez,188,
Billy Crellin,185,
Óscar Castro,181,
Nacho Quintana,178,
Théo Sainte-Luce,176,
Salvatore Rimoli,172,
Semuel Pizzignacco,188,
Levi Lumeka,170,
Valentino Fattore,178,
Bruno Xavier,176,
Joan Rojas,185,
Joseph Efford,176,
Georgios Zacharakis,182,
Hugo Cunha,198,
Gonçalo Pinto,194,
Dion Ruffo Luci,179,
Matias Rocchi,177,
Mattia Compagnon,171,
David Easter,182,
Fabrizio Bagheria,185,
Fahad Al-Jumaiya,170,
Cláudio Silva,188,
Mateus Criciúma,176,
Vasco Paciência,183,
Doğukan Özkan,187,
Ousmane Sountoura,195,
Benjamín Garay,183,
Sergio Arribas,174,
Jordi Martín,176,
Pavlo Shushko,182,
Dmitriy Pavlish,186,
Bogdan Mogylnyi,176,
Stanislav Biblyk,187,
Andriy Stryzhak,188,
Maksym Ivakhno,180,
Andriy Kravchuk,187,
Ilias Karargyris,185,
Georgios Fekkas,178,
Kays Ruiz-Atil,177,
Lucas Felippe,178,
Romain Matthys,183,
Bon-cheul Goo,173,
Víctor Méndez,172,
Enzo Gaggi,174,
Onurhan Babuscu,176,
Alejandro Molina,168,
Valon Ethemi,179,
Tommaso Milanese,173,
Nicolás Caro Torres,192,
Nuno Pina,184,
Freddy Quispel,177,
Kjelt Engbers,185,
Rob Deiman,178,
Jearl Margaritha,181,
Brian Haak,184,
Ruben Roosken,183,
Chardi Landu,175,
Djibrail Dib,172,
Exaucé Mpembele Boula,185,
Samuel Yépié Yépié,171,
Pierre Ekwah,189,
Sezer Taskolu,181,
Mitchell Whalley,177,
Giacomo Olzer,188,
Elikia Mbinga,174,
Santiago Vera,170,
Angelo Ndrecka,172,
Kalle Christensen,182,
Mathias Böje,169,
Philip Azango,167,
Joe Champness,189,
Bogdan Chuev,184,
Danyil Khondak,188,
Yevgeniy Isaenko,169,
Yaroslav Nadolskyi,179,
Artem Mylchenko,175,
Oleg Lyga,183,
Yahcuroo Roemer,180,
Emanuel Beltrán,181,
Siriky Sanogo,178,
Lorenzo Moretti,187,
Jakub Klima,183,
Yuriy Berdey,180,
Maksym Khimchak,179,
Volodymyr Skotarenko,185,
Bradley Fink,192,
Théo Magnin,171,
Furkan Özcan,181,
Canberk Yurdakul,190,
Tiago Reis,183,
Christos Talichmanidis,187,
Andreas Athanasakopoulos,181,
Spyros Tzavidas,183,
Georgios Gogos,194,
Georgios Kanellakis,178,
Dogukan Emeksiz,179,
Tolga Kalender,191,
Gustaf Norlin,183,
Braian Sánchez,170,
Daniil Kondrakov,182,
Mike van Beijnen,187,
Raúl Sandoval,182,
Daniel López,179,
Oscar Piris,181,
Dan MacKay,174,
Maksym Sorochenko,196,
Jakub Ojrzynski,196,
Davy Rouyard,194,
Corentin Michel,187,
Tidiane Malbec,187,
Marc-Olivier Doué,185,
Albert Lottin,181,
Christian Konan,180,
Amadou Traoré,177,
Thomas Carrique,173,
Anthony Dekono,185,
Ismaël Sow,177,
Zak Swanson,189,
Emeric Depussay,178,
Driss Khalid,180,
Suf Podgoreanu,193,
Enrico Oviszach,184,
Valentino Vermeulen,177,
Marko Vranjkovic,185,
Yun-oh Lee,190,
Jhonny Lucas,170,
Belajdi Pusi,185,
Davino Liessens,186,
Jérémy Landu,178,
Levi Malungu,188,
Dario Oger,175,
Antonio Russo,188,
Dominik Yankov,180,
Ivan Yordanov,170,
Mihajlo Ivancevic,190,
Stefan Golubovic,174,
Khalid Hachadi,190,
Timothy Fayulu,192,
Hamse Hussein,185,
Emil Staugaard,192,
Diego Barri,188,
Luqman Hakim,170,
Harith Haiqal,180,
Craig Henderson,172,
Anton Kovalev,178,
Keelan Lebon,174,
Nikola Sekulov,185,
Carmine Iannone,187,
Victor Smedsrud,192,
Wellington Rato,172,
Roberto Pierno,180,
Sergio Maselli,175,
Alessandro Sorrentino,190,
Lazio,190,
Marlyson,183,
Kasper Kristensen,191,
Magnus Anbo,185,
Magnus Dalsgaard,188,
Mikkel Juhl,178,
Matthias Praest,174,
Pedro Aparício,172,
Jonathan Harboe,180,
Mathias Jørgensen,185,
Miso Dubljanic,203,
Marcus Backmann,185,
Emil Wass,173,
Daniel Soidik,182,
Alex Gilbert,183,
Aleksa Pejic,190,
Embiya Ayyildiz,190,
Mikkel Dongsted,180,
Jeakson Singh,186,
Rahim Ali,179,
Fode Konaté,172,
Lassana N'Diaye,180,
Taofiq Jibril,181,
Guillermo Tegüé,186,
Najeeb Yakubu,182,
Eric Ayiah,177,
Aguibou Camara,170,
Seydouba Cissé,178,
