name,height_in_cm,market_value_in_eur
Sergey Bozhin,187,800000.0
Daniel,188,800000.0
Ali Karimi,185,800000.0
Filip Majchrowicz,194,800000.0
Ole Romeny,185,800000.0
Tomas Ostrák,176,800000.0
Solomon Sakuragawa,191,750000.0
Archie Goodwin,179,750000.0
Moon-hwan Kim,173,750000.0
Seung-wook Park,184,750000.0
Shihao Wei,178,750000.0
Augustin Drakpe,185,750000.0
Jhon Alex Palacios,188,750000.0
Marcus Rohdén,182,750000.0
Uros Tegeltija,175,750000.0
Jon Russell,193,750000.0
Andrija Majdevac,186,750000.0
Miliano Jonathans,178,750000.0
Egor Smelov,178,750000.0
Alisher Odilov,180,750000.0
Cosmin Dur-Bozoancă,182,750000.0
Miro Tenho,190,750000.0
Gustav Ludwigson,182,750000.0
Rustam Ashurmatov,186,750000.0
Abdullah Al-Khaibari,175,750000.0
Gustav Marcussen,178,750000.0
Eduardo Salvio,173,750000.0
Nicolás Capraro,184,750000.0
Neo Maema,167,750000.0
Baba Alhassan,180,750000.0
Emil Hansson,172,750000.0
Leonel Mosevich,185,750000.0
Nikola Zecevic,192,750000.0
Faiq Haciyev,179,750000.0
Jáderson,170,750000.0
Uros Kabic,183,750000.0
Darijan Bojanic,186,750000.0
Emil Krafth,184,750000.0
Tyrese Noslin,182,750000.0
Payam Niazmand,193,750000.0
Daniel Vasulin,195,750000.0
William Martin,180,750000.0
Ross McCausland,183,750000.0
Kion Etete,194,750000.0
Gabriel Ávalos,191,750000.0
Bruno Henrique,184,750000.0
Patrick Brouwer,178,750000.0
Christophe Kabongo,188,750000.0
Luca Philipp,192,750000.0
Christian Kabasele,187,750000.0
Ibrokhimkhalil Yuldoshev,170,750000.0
Khusayin Norchaev,180,750000.0
Kamal Sowah,179,750000.0
Eduardo,196,750000.0
Keylor Navas,185,750000.0
Moussa Soumano,185,750000.0
Thomas Gundelund,180,750000.0
Abdallah Gning,185,750000.0
Dong-hyeon Kim,182,750000.0
Thapelo Morena,170,750000.0
Valentyn Rubchynskyi,172,750000.0
Nikolas Koutsakos,180,750000.0
Jan Kral,194,750000.0
Robson Matheus,174,750000.0
Nikita Medvedev,192,750000.0
Jae-hyeon Mo,184,750000.0
Jachym Sip,176,750000.0
Israel Luna,178,750000.0
Mike van der Hoorn,190,750000.0
Anderson Ceará,176,750000.0
Nemanja Andjusic,177,750000.0
Shogo Taniguchi,185,750000.0
Ulvi Babaev,172,750000.0
Ilya Kirsh,191,750000.0
Ashley Cupido,176,750000.0
Dmitriy Chistyakov,185,750000.0
Hasan Abdulkareem,166,750000.0
Bernardo Schappo,191,750000.0
Cristian Avram,193,750000.0
Kornél Szűcs,190,750000.0
Kazuki Tanaka,173,750000.0
Amar Rahmanovic,191,750000.0
Yevgen Volynets,188,750000.0
Nicholas Pierini,176,750000.0
Viktor Gustafson,181,750000.0
Santiago Naveda,178,750000.0
Julius Eskesen,175,750000.0
Nahuel Banegas,177,750000.0
Denny Samko,172,750000.0
Walter Bou,174,750000.0
Petr Hodous,176,750000.0
Vladan Bubanja,193,750000.0
Andy Polo,175,750000.0
Wiktor Długosz,183,750000.0
Aleksandr Koryakin,190,750000.0
Andronikos Kakoullis,180,750000.0
Leozinho,175,750000.0
Andrés Alarcón,191,750000.0
Shon Weissman,174,750000.0
Rüstam Ahmadzada,184,750000.0
Eldar Civic,182,750000.0
Calvin Twigt,183,750000.0
Joe Lolley,179,750000.0
Leandro Sanca,184,750000.0
Samuel Brolin,202,750000.0
Yugo Tatsuta,191,750000.0
Wenneng Xie,175,750000.0
Guilherme Montóia,185,750000.0
Facundo Altamira,183,750000.0
Danila Vedernikov,176,750000.0
Giannis-Fivos Botos,173,750000.0
Artem Bandikyan,177,750000.0
Lasse Flø,187,750000.0
Dominik Hollý,181,750000.0
Shinnosuke Fukuda,174,750000.0
Daouda Weidmann,180,750000.0
Elies Mahmoud,171,750000.0
Yuta Matsumura,173,750000.0
Yusuke Matsuo,170,750000.0
Mamoudou Karamoko,188,750000.0
José Rivera,173,750000.0
Alexandru Ișfan,187,750000.0
Henry Heroki Mochizuki,192,750000.0
Martin Agnarsson,172,750000.0
Jay-Roy Grot,193,750000.0
Omar Faraj,182,750000.0
Oleksandr Petrusenko,181,750000.0
Nelson Ishiwatari,185,750000.0
Yuriy Koledin,174,750000.0
Daniil Shantaliy,179,750000.0
Aldo Rocha,170,750000.0
Braian Galván,163,750000.0
Ali Lajami,177,750000.0
Oscar Johansson Schellhas,178,750000.0
José Juan Manríquez,184,750000.0
Jonas Jensen-Abbew,189,750000.0
George Pușcaș,188,750000.0
Szymon Wlodarczyk,192,750000.0
Frederik Emmery,178,750000.0
Héctor Cuellar,176,750000.0
Mark Țuțu,172,750000.0
Nikola Cavlina,192,750000.0
Ilya Shkurin,188,750000.0
Andi Hoti,191,750000.0
Rza Cafarov,192,700000.0
Pieros Sotiriou,186,700000.0
Egor Parkhomenko,193,700000.0
Gonçalo Paciência,184,700000.0
Franco Moyano,171,700000.0
Nathaniel Atkinson,181,700000.0
Tobias Mölgaard,182,700000.0
Keanu Baccus,178,700000.0
Jonathan Norbye,194,700000.0
Mathias Christensen,187,700000.0
Tommi Jyry,170,700000.0
Ricardo Esgaio,172,700000.0
Luke O'Nien,174,700000.0
Zayed Sultan,175,700000.0
Deybi Flores,180,700000.0
Adam Wikman,178,700000.0
Manuel García,180,700000.0
Kosuke Saito,167,700000.0
Rostyslav Lyakh,178,700000.0
Chan-yong Park,186,700000.0
Victor Lekhal,187,700000.0
Lionel Verde,177,700000.0
Atanas Chernev,195,700000.0
Tsukasa Morishima,175,700000.0
Dmitriy Rybchinskiy,179,700000.0
Sabit Abdulai,187,700000.0
Dario Saric,180,700000.0
Thomas Santos,178,700000.0
Kacper Tobiasz,191,700000.0
Gustavo Henrique,194,700000.0
Paulo Vítor,168,700000.0
Wouter George,172,700000.0
Adam Stejskal,189,700000.0
Gregorio Rodríguez,180,700000.0
Juan José Perea,184,700000.0
Nikolaj Möller,194,700000.0
Kolbeinn Finnsson,181,700000.0
Arnór Ingvi Traustason,183,700000.0
Benjamin Böckle,185,700000.0
Marco Moreno,191,700000.0
Gísli Thórdarson,191,700000.0
Yuto Ozeki,178,700000.0
Yuto Yamada,169,700000.0
Konstantin Nizhegorodov,187,700000.0
Marco Sulzner,193,700000.0
Maxime Sivis,180,700000.0
Tomoki Kondo,174,700000.0
Aleksander Hammer Kjelsen,185,700000.0
Pontus Jansson,196,700000.0
Artem Shumanskiy,186,700000.0
Florian Danho,188,700000.0
Fernando Muslera,190,700000.0
Savo Radanovic,195,700000.0
Jacob Christensen,180,700000.0
Justin Roth,183,700000.0
Pedro Rebocho,171,700000.0
Alex Souza,180,700000.0
Fabian Wohlmuth,188,700000.0
Juan David Cuesta,174,700000.0
Alexandru Pantea,172,700000.0
João Schmidt,183,700000.0
Rubén Blanco,188,700000.0
Orlando Mosquera,191,700000.0
Dani Fernández,178,700000.0
Mateo Cáceres,170,700000.0
Alexander Briedl,180,700000.0
Ismet Lushaku,178,700000.0
Maksim Kireev,182,700000.0
Samuel Leach Holm,185,700000.0
Enver Kulasin,168,700000.0
Artem Gusol,184,700000.0
Áki Samuelsen,174,700000.0
Anton Tanghe,194,700000.0
Filip Djukic,181,700000.0
Aleksander Andresen,175,700000.0
Andrija Janjic,194,700000.0
Stevan Jovetić,183,700000.0
Javi Serrano,178,700000.0
Shimpei Fukuoka,170,700000.0
Maxime Dupé,188,700000.0
Uros Sremcevic,186,700000.0
Mehdi Tikdari,184,700000.0
Simão Rocha,186,700000.0
Itsuki Someno,181,700000.0
Juan Sebastián Pedroza,176,700000.0
Shararh,168,700000.0
Kenedy,185,700000.0
Ruslan Lisakovich,170,700000.0
Yoshinori Muto,179,700000.0
Anders Bærtelsen,190,700000.0
Matus Maly,192,700000.0
Emran Soglo,178,700000.0
Martin Kramaric,178,700000.0
Robert Moldoveanu,179,700000.0
Noureddine Farhati,188,700000.0
Craig Goodwin,180,700000.0
Juan Espínola,185,700000.0
Musa Qurbanly,183,700000.0
Islam Issa,166,700000.0
Luan Peres,190,700000.0
Cristhian Stuani,184,700000.0
Sami Lahssaini,177,700000.0
Denis Genreau,175,700000.0
Alen Ozbolt,182,700000.0
Andrézinho,174,700000.0
Ronald Koeman Jr.,188,700000.0
David Tufekcic,186,700000.0
Yassin Marei,180,700000.0
Arif Aiman,171,700000.0
Luka Izderic,174,700000.0
Stefan Bodisteanu,180,700000.0
Arinaldo Rrapaj,170,700000.0
Vahan Bichakhchyan,172,700000.0
Robert Mejía,173,700000.0
David Duris,186,700000.0
Hianga'a Mbock,186,700000.0
Kai Cipot,187,700000.0
Gustav Henriksson,190,700000.0
Yuning Zhang,185,700000.0
Fredrik Pallesen Knudsen,190,700000.0
Eder González,170,700000.0
Matthew Hoppe,191,700000.0
Albian Ajeti,181,700000.0
Callum Slattery,180,700000.0
Tobias Figueiredo,188,700000.0
Lewis Schouten,191,700000.0
Luciano Gómez,164,700000.0
Michal Hlavaty,172,700000.0
Alejandro Rodríguez,182,700000.0
Levan Shengelia,184,700000.0
Kristian Eriksen,177,700000.0
Florin Ștefan,183,700000.0
Vyacheslav Litvinov,190,700000.0
Oussama Haddadi,185,700000.0
Soner Dikmen,179,700000.0
Christos Sielis,186,700000.0
Nicolas Wimmer,190,700000.0
Michele Castagnetti,180,700000.0
Sebastián Palacios,169,700000.0
Domagoj Bukvic,174,700000.0
Ishé Samuels-Smith,186,700000.0
Luis Muriel,180,700000.0
Gustavo Cuéllar,176,700000.0
Tio Cipot,184,700000.0
Tianyi Gao,185,700000.0
Akam Hashem,186,700000.0
Heine Åsen Larsen,187,700000.0
Sofiane Bendebka,180,700000.0
Alexis Gamboa,193,700000.0
Pius Dorn,179,700000.0
Saad Balobaid,168,700000.0
Hayato Tanaka,188,700000.0
Valdemar Birksø,192,700000.0
Jakob Vester,182,700000.0
Valentin Cojocaru,195,700000.0
Naoto Arai,173,700000.0
Mohau Nkota,167,700000.0
Hamad Al-Meqbaali,187,700000.0
Bård Finne,173,700000.0
Kelvin Flórez,177,700000.0
Dawid Błanik,173,700000.0
Imanol González,184,700000.0
Supachai Chaided,185,700000.0
Vaclav Jurecka,182,700000.0
Matías Nahuel,172,700000.0
Marius Müller,192,700000.0
Darlan,175,700000.0
Gideon Jung,189,700000.0
Mamadou Maiga,178,700000.0
Oliver Zandén,183,700000.0
Olivier Thill,176,700000.0
Eli Dasa,177,700000.0
Juri Cisotti,175,700000.0
Halldor Stenevik,185,700000.0
Gerald Alders,179,700000.0
Kevin Ackermann,178,700000.0
Rasmus Vinderslev,188,700000.0
Thomas Ouwejan,183,700000.0
Jakob Dunsby,174,700000.0
Dion Cools,185,700000.0
Marsoni Sambu,182,700000.0
Eric Ramírez,190,700000.0
Nikola Djuricic,180,700000.0
Jessic Ngankam,184,700000.0
Myziane Maolida,181,700000.0
Samed Onur,175,700000.0
Djordje Jovanovic,174,700000.0
Kyan Vaesen,190,700000.0
Matías Lacava,167,700000.0
Ronald,171,700000.0
Louis Verstraete,187,700000.0
Pijus Širvys,183,700000.0
Mutalip Alibekov,180,700000.0
Yellu Santiago,192,700000.0
Frederik Winther,190,700000.0
Julian Baas,184,700000.0
Júlíus Magnússon,178,700000.0
Edwin Herrera,172,700000.0
Assaf Tzur,195,700000.0
Giannis Theodosoulakis,180,700000.0
Yuki Kobayashi,185,700000.0
Willy Semedo,185,700000.0
Osmar Giménez,175,700000.0
Alec Van Hoorenbeeck,187,700000.0
Georgiy Zhukov,172,700000.0
Eligijus Jankauskas,177,700000.0
Adrian Sæther,197,700000.0
Magnus Jensen,196,700000.0
Ryo Germain,182,700000.0
Mohamed Nassoh,188,700000.0
Amin Seydiyev,183,700000.0
Nils Rossen,181,700000.0
Hisham Layous,175,700000.0
Gerrit Holtmann,185,700000.0
Pavel Pavlyuchenko,194,700000.0
Vitaliy Lisakovich,179,700000.0
Weverton,189,700000.0
Michael Opoku,181,700000.0
Vetle Skjærvik,190,700000.0
Ante Suto,185,700000.0
Pawel Bochniewicz,194,700000.0
Elohim Kaboré,180,700000.0
Dodi,169,700000.0
Rafał Strączek,189,700000.0
Lazar Kaličanin,189,700000.0
Viktor Okishor,185,700000.0
Tom Glover,197,700000.0
Roman Vantukh,176,700000.0
Julian Von Moos,181,700000.0
Artem Kasimov,192,700000.0
Stuart Findlay,191,700000.0
Ange Kouamé,180,700000.0
Marcus Lindberg,183,700000.0
Zan Rogelj,175,700000.0
Edvard Sundbø Pettersen,185,700000.0
Lazar Stojanovic,187,700000.0
Konstantinos Stamoulis,173,700000.0
Yassin Oukili,195,700000.0
Guillermo Enrique,174,700000.0
Maksim Saveljev,188,700000.0
Victor Caetano,186,700000.0
Yaroslav Mikhailov,182,700000.0
Elias Hadaya,196,700000.0
Yuriy Klymchuk,178,700000.0
Oleksiy Sych,185,700000.0
Milan Aleksic,179,700000.0
Milos Jovic,190,700000.0
Roberto Pereyra,182,700000.0
Arno Verschueren,185,700000.0
Ulrik Mathisen,177,700000.0
Vlasiy Sinyavskiy,181,700000.0
Kenneth Vargas,178,700000.0
Ayoub Mouloua,183,700000.0
Patricio Tanda,177,700000.0
Szabolcs Mezei,172,700000.0
Bruno Cabrera,184,700000.0
Shota Nonikashvili,187,700000.0
Vic Chambaere,191,700000.0
Semi Ajayi,193,700000.0
Bamidele Yusuf,180,700000.0
Fabian Bredlow,190,700000.0
Charles Petro,176,700000.0
Cheick Condé,185,700000.0
Mathieu Acapandié,182,700000.0
Sebastián Navarro,185,700000.0
Ryan Mendes,178,700000.0
Abdulmalik Al-Oyayari,175,700000.0
Maracás,184,700000.0
Chang-rae Ha,188,700000.0
Rodrigues,188,700000.0
Erik Prekop,185,700000.0
Nampalys Mendy,168,700000.0
Marcus McCoy,187,700000.0
Heriberto Jurado,173,700000.0
Thomas Van den Keybus,181,700000.0
Lohann Doucet,180,700000.0
Leonel Bucca,190,700000.0
Alberto Brignoli,188,700000.0
Kristoffer Klaesson,189,700000.0
Jordan Thompson,180,700000.0
Armandas Kučys,194,700000.0
Ismaila Coulibaly,183,700000.0
Edward Chilufya,178,700000.0
Bandeira,182,700000.0
Yaroslav Shevchenko,181,700000.0
Bruno Lourenço,179,700000.0
Vadim Pigas,184,700000.0
Óscar Romero,176,700000.0
Narek Grigoryan,179,700000.0
Vladyslav Zakharchenko,187,700000.0
Søren Tengstedt,187,700000.0
Attila Osváth,177,700000.0
Jean Marcelin,197,700000.0
Mustapha Isah,175,700000.0
Francis Coquelin,177,700000.0
Magnus Westergaard,187,700000.0
Ante Rebić,185,700000.0
Anton Kresic,198,700000.0
Bjarki Bjarkason,180,700000.0
Víctor Campuzano,174,700000.0
Marius Coman,185,700000.0
Matthew Cox,183,700000.0
Juho Talvitie,186,700000.0
José García,187,700000.0
Abdu Conté,183,700000.0
Pablo Gozálbez,171,700000.0
Zoran Mitrov,180,700000.0
Ehije Ukaki,175,700000.0
Ibrahima Fofana,182,700000.0
Matus Kmet,173,700000.0
Moïse Sahi Dion,175,700000.0
Alexander Jallow,185,700000.0
Hrvoje Ilic,176,700000.0
Amjad Attwan,179,700000.0
Oskar Ågren,191,700000.0
Erik Jirka,182,700000.0
Rogers Mato,182,700000.0
Stefan Mladenovic,184,700000.0
Ogün Bayrak,178,700000.0
Thiago Santana,184,700000.0
Dmytro Ivanisenya,187,700000.0
Abdoulaye Diaby,198,700000.0
Deiber Caicedo,169,700000.0
Vladislav Sarveli,176,700000.0
Niklas Geyrhofer,188,700000.0
Alexandre Jesus,184,700000.0
Damian Szymański,185,700000.0
Jhonatan Candia,177,700000.0
Jiri Pavlenka,196,700000.0
Jaume Grau,184,700000.0
Bahadır Güngördü,190,700000.0
Louka Prip,182,700000.0
Gui Ramos,191,700000.0
Lucas Jetten,170,700000.0
Hugo,179,700000.0
Janis Blaswich,193,700000.0
Xander Lambrix,187,700000.0
Mick Schmetgens,190,700000.0
Kiko Femenía,174,700000.0
Aleksandar Jukic,184,700000.0
Téo Barišić,185,700000.0
Ebrima Singhateh,186,700000.0
Ceyhun Nuriyev,176,700000.0
Andrei Mărginean,190,700000.0
Katsuhiro Nakayama,180,700000.0
Conor Hazard,198,700000.0
Motoki Nagakura,177,700000.0
Adrián Fernández,183,700000.0
Villads Westh,182,700000.0
Brahian Cuello,170,700000.0
Daniel Langhamer,180,700000.0
Alejandro García,185,700000.0
Sebastián Castillo,176,700000.0
Sondre Liseth,182,700000.0
Houboulang Mendes,185,700000.0
Nemanja Tekijaski,186,700000.0
Kobe Corbanie,187,700000.0
Jin-woo Jeon,181,700000.0
Shahrudin Mahammadaliyev,185,700000.0
Simen Vidtun Nilsen,191,700000.0
Alexandre Jankewitz,185,700000.0
Kipras Kažukolovas,191,700000.0
Marten-Chris Paalberg,188,700000.0
Arata Watanabe,171,700000.0
Marko Dmitrovic,189,700000.0
Georgios Liavas,181,700000.0
Aslak Witry,178,700000.0
Cătălin Vulturar,181,700000.0
Manfred Fischer,179,700000.0
Melker Hallberg,180,700000.0
Taylan Antalyalı,180,700000.0
Shenglong Jiang,193,700000.0
Omar Mascarell,181,700000.0
Aymane Mourid,180,700000.0
André Duarte,195,700000.0
Stefan Nikolic,178,700000.0
Danijel Kolaric,190,700000.0
Monday Etim,176,700000.0
Djordje Skoko,195,700000.0
Tomas Jelinek,180,700000.0
Cristian Cuevas,172,700000.0
Nikola Jovanovic,176,700000.0
Mohammed Rabii,185,700000.0
Daniil Zorin,180,700000.0
Tadeas Hajovsky,176,700000.0
Dani García,180,700000.0
Aleksey Tataev,183,700000.0
Jaden Slory,175,700000.0
Lucas Ramon,180,700000.0
Fábio Gomes,191,700000.0
Issiaga Sylla,180,700000.0
Álex Forés,179,700000.0
Kike García,186,700000.0
Martin Minchev,185,700000.0
Ramiro Vaca,177,700000.0
Dorukhan Toköz,180,700000.0
Artem Makarchuk,185,700000.0
Chanathip Songkrasin,158,700000.0
George Saville,176,700000.0
Mukhammadkodir Khamraliev,185,700000.0
Luka Gugeshashvili,196,700000.0
Idan Nachmias,190,700000.0
Ryo Hatsuse,180,700000.0
Marios Siampanis,188,700000.0
Bruno Jordão,180,700000.0
Aleksandar Katai,182,700000.0
Radoslav Kirilov,172,700000.0
Amr Warda,176,700000.0
Bryan Reyna,172,700000.0
Dijon Kameri,184,700000.0
Abdulrahman Al-Oboud,174,700000.0
Solomon John,170,700000.0
Jun Choi,177,700000.0
Antonio Borsic,180,700000.0
Joe Hodge,172,700000.0
Alex Mighten,171,700000.0
Guillermo Paiva,181,700000.0
Juan Dinenno,186,700000.0
Piotr Johansson,185,700000.0
Athanasios Androutsos,182,700000.0
Jannenson Sarmiento,179,700000.0
Tomás O'Connor,175,700000.0
Bobby De Cordova-Reid,170,700000.0
Meshaal Barsham,180,700000.0
Jere Uronen,177,700000.0
Ilias Bronkhorst,185,700000.0
Oscar Hedvall,195,700000.0
Zan Zuzek,186,700000.0
Filipe Soares,180,700000.0
Geiner Martínez,189,700000.0
Aleksander Buksa,189,700000.0
Leon Zaydenzal,188,700000.0
Patryk Dziczek,182,700000.0
Hugo Vallejo,185,700000.0
Daniele Verde,168,700000.0
Otar Mamageishvili,180,700000.0
Koki Anzai,172,700000.0
Léandre Kuavita,180,700000.0
Konstantin Savichev,170,700000.0
Felix Passlack,170,700000.0
Simão Pedro,181,700000.0
Danilo Al-Saed,176,700000.0
Luka Mikulic,190,700000.0
Tokuma Suzuki,168,700000.0
Halil Dervişoğlu,183,700000.0
Volodymyr Shepelev,184,700000.0
Majid Hosseini,187,700000.0
Kenzo Goudmijn,176,700000.0
Nicolas Janvier,172,700000.0
Nodar Lominadze,194,700000.0
Marvin Akahomen,186,700000.0
Kegan Johannes,180,700000.0
Yacouba Silue,185,700000.0
Juan Fedorco,185,700000.0
Yannik Lührs,190,700000.0
Won-sang Um,171,700000.0
Cristian Ignat,194,700000.0
Stefano Denswil,188,700000.0
Julius Lorents,178,700000.0
Ally Samatta,183,700000.0
Jeremías Merlo,170,700000.0
Ilyas Akhmedov,189,700000.0
Aboubacar Bah,170,700000.0
Jamie Lawrence,201,700000.0
Thalisson,185,700000.0
Ramazan Civelek,171,700000.0
Maximiliano Meza,181,700000.0
Dilan Godoy,175,700000.0
Homer Martínez,180,700000.0
Gerson Sousa,178,700000.0
Raúl Albiol,190,700000.0
Adrian Mazilu,186,650000.0
Adam Lundkvist,175,650000.0
David Braga,186,650000.0
Carlos Sarabia,182,650000.0
Rizky Ridho,183,650000.0
Kei Koizumi,173,650000.0
Nobuteru Nakagawa,173,650000.0
Yanis Pîrvu,173,650000.0
Youssef El Kachati,185,650000.0
Rafał Adamski,196,650000.0
Marko Tuci,190,650000.0
Mukhtar Ali,185,650000.0
Luka Kulenovic,190,650000.0
Alexander Simmelhack,190,650000.0
John Auta,168,650000.0
Junior Hernández,172,650000.0
Karl Gunnarsson,189,650000.0
Mihnea Rădulescu,168,650000.0
Milan Djokovic,182,650000.0
Agon Elezi,181,650000.0
Sebastián Fierro,175,650000.0
Viktor Baier,201,650000.0
Pipe Gómez,173,650000.0
Lukas Kirkegaard,192,650000.0
Jamiro Monteiro,175,650000.0
Ervin Vaca,182,650000.0
Eduard Bello,176,650000.0
Kristoffer Haugen,188,650000.0
Stefan Velkov,192,650000.0
Hyeon-woo Jo,189,650000.0
Angus Thurgate,178,650000.0
Samuel Velásquez,174,650000.0
André Oliveira,186,650000.0
Mohammed Sulaiman,180,650000.0
Sander Christiansen,187,650000.0
Michael Pavlovic,179,650000.0
Guillermo May,181,650000.0
Jun Nishikawa,180,650000.0
Ariel Gamarra,170,650000.0
Kai Matsuzaki,172,650000.0
Mamadou Ousmane Diagne,180,650000.0
Olivier Aertssen,185,650000.0
Alibek Aliev,190,650000.0
Jan Zíka,178,650000.0
Carl Lange,178,650000.0
Esneyder Mena,178,650000.0
Clayton Taylor,175,650000.0
Luis Paz,167,650000.0
Matija Gluscevic,186,650000.0
Alberto Herrera,174,650000.0
Moisés Villarroel,177,650000.0
Lachlan Brook,178,650000.0
Marcus Rafferty,180,650000.0
Eduard Radaslavescu,180,650000.0
Alessandro Murgia,185,650000.0
Ivan Lucic,194,650000.0
Tiago Orobó,190,650000.0
David Colina,174,650000.0
Cherrion Valerius,192,650000.0
Roko Jurisic,173,650000.0
Rei Hirakawa,176,650000.0
Yoshiki Torikai,165,650000.0
Kyo Sato,168,650000.0
Renzo López,192,650000.0
Konstantinos Sotiriou,190,650000.0
Tobias Bach,193,650000.0
Mamadou Thiam,180,650000.0
Daniel Stensson,178,650000.0
Hidehiro Sugai,172,650000.0
Adrian Justinussen,180,650000.0
David Andersson,187,650000.0
Vicko Sevelj,183,650000.0
Sang-heon Lee,178,650000.0
Maxim Dekker,192,650000.0
Jacob Une,181,650000.0
Simon Gabriel,187,650000.0
Danial Esmaeilifar,183,650000.0
Tomás Durso,185,650000.0
Conrado,173,650000.0
Dennis Politic,185,650000.0
Anton Ekeroth,181,650000.0
Dylan Levitt,180,650000.0
Eli Adams,183,650000.0
Andreas Troelsen,188,650000.0
Stjepan Davidovic,186,650000.0
Mihai Popescu,188,650000.0
Kevin Escamilla,182,650000.0
Mohamed Berte,175,650000.0
Kazper Karlsson,183,650000.0
Dorny Romero,177,650000.0
Juan Robles,165,650000.0
Daniel Hall,184,650000.0
Bilal Ould-Chikh,170,650000.0
Nishan Velupillay,181,650000.0
Nawaf Al-Aqidi,186,650000.0
Ryan Thomas,176,650000.0
Dario Torrico,164,650000.0
Yoel Bárcenas,175,650000.0
Leon Belcar,186,650000.0
Yuya Kuwasaki,175,650000.0
Yannick Cappelle,180,650000.0
Yéiler Góez,177,650000.0
Diego Reyes,192,650000.0
Adam Gabriel,190,650000.0
Anton Kryvotsiuk,186,650000.0
Lucas Lissens,184,650000.0
Elvir Koljic,194,650000.0
Yuto Iwasaki,173,650000.0
Alessandro Milani,178,650000.0
Sebastian Madejski,189,650000.0
Koshi Osaki,176,650000.0
Nemanja Vidojevic,186,650000.0
Milos Popovic,180,650000.0
Marko Docic,178,650000.0
Anderson Oliveira,169,650000.0
André Boman,184,650000.0
Dominik Janosek,183,650000.0
Daníel Freyr Kristjánsson,182,650000.0
Ivan Näsberg,187,650000.0
Amor Layouni,191,650000.0
Sang-yun Kang,171,600000.0
Ahmed Hassan,191,600000.0
Gustavo Furtado,180,600000.0
Anthony Hernández,179,600000.0
Vilius Armalas,192,600000.0
Jayden Reid,180,600000.0
Wayne Frederick,183,600000.0
Franco Cervi,166,600000.0
Capixaba,170,600000.0
Nathan Rôdes,191,600000.0
Giorgi Zaria,179,600000.0
Óscar Manzanárez,180,600000.0
Jakhongir Urozov,190,600000.0
Zafarmurod Abdirakhmatov,170,600000.0
Bogdan Petrovic,182,600000.0
Kevin Ciubotaru,184,600000.0
Erick Otieno,170,600000.0
Leon Klassen,176,600000.0
Gianfranco Chávez,178,600000.0
Sabil Hansen,185,600000.0
Teun Wilke,191,600000.0
Ricardo Visus,192,600000.0
Ísak Andri Sigurgeirsson,175,600000.0
Antoine Colassin,188,600000.0
Mathieu Maertens,185,600000.0
Nyiko Mobbie,180,600000.0
Emir Ortakaya,185,600000.0
Daniil Motorin,184,600000.0
Simon Simoni,195,600000.0
Júlíus Mar Júlíusson,192,600000.0
João Fonseca,188,600000.0
Min-woo Seo,183,600000.0
Alejandro Martínez,170,600000.0
Claudio Bravo,179,600000.0
Alex Petkov,193,600000.0
Alin Roman,173,600000.0
Andrej Djuric,192,600000.0
Danil Skorko,180,600000.0
Benjamin Van Durmen,185,600000.0
Hayato Teruyama,184,600000.0
Melih Kabasakal,178,600000.0
Rio Hillen,187,600000.0
DeAndre Yedlin,173,600000.0
Aleksandr Ektov,173,600000.0
Ole Selnæs,190,600000.0
Dale Taylor,185,600000.0
Artem Kontsevoy,182,600000.0
Vitaliy Kholod,186,600000.0
Emrecan Bulut,185,600000.0
Mark Harris,182,600000.0
Petar Micin,189,600000.0
Nahir Besara,182,600000.0
Aleksandar Stancic,178,600000.0
Omar Fayed,192,600000.0
Rafael Monti,182,600000.0
Joca,168,600000.0
Yoan Severin,186,600000.0
Bernard,167,600000.0
Nizar Al-Rashdan,183,600000.0
Benny Díaz,183,600000.0
Patrick William,187,600000.0
Kyliane Dong,178,600000.0
Munir El Kajoui,190,600000.0
Karem Zoabi,184,600000.0
Lennart Moser,196,600000.0
Jani Atanasov,187,600000.0
Mahmoud El Wensh,184,600000.0
Afsha,168,600000.0
Sandy Walsh,183,600000.0
Oluwatobiloba Alagbe,187,600000.0
Diego Pituca,178,600000.0
Luca Moisa,175,600000.0
Joseph Jones,182,600000.0
Rogelio Cortéz,174,600000.0
Sergio González,189,600000.0
Christian Mba,190,600000.0
Filip Sancl,176,600000.0
Jelani Reshaun Sumiyoshi,183,600000.0
Ahmed Ersan,171,600000.0
Daichi Ishikawa,178,600000.0
Jordi Valadon,174,600000.0
Kobe Cools,192,600000.0
Matej Vydra,180,600000.0
Rakan Kaabi,174,600000.0
Rafaelson,185,600000.0
Will Sands,178,600000.0
Elias Mokwana,175,600000.0
Michael Obafemi,170,600000.0
Gijs Besselink,180,600000.0
André Ferreira,193,600000.0
Christian Cappis,185,600000.0
Franco Vázquez,187,600000.0
Christopher Trimmel,189,600000.0
Timur Magomedov,196,600000.0
Sander Risan Mørk,185,600000.0
Ramy Rabia,183,600000.0
Alfred Canales,190,600000.0
Lukas Grgic,183,600000.0
Lars Olden Larsen,175,600000.0
Kristian Fletcher,183,600000.0
Miłosz Piekutowski,190,600000.0
Santiago Quirós,179,600000.0
Giorgos Malekkidis,190,600000.0
Ibrahim Kane,175,600000.0
Rhodri Smith,185,600000.0
Emmanuel Tsimba,188,600000.0
Ahmed Al-Julaydan,170,600000.0
Jacob Italiano,177,600000.0
